9647,4629,3582
9499,10024,7056
7052,8437,2299
8406,7045,5702
8777,7118,3919
9286,5063,3345
8726,3638,923
8821,7638,6268
7149,2484,90
10740,7798,4546
9080,6562,4801
6304,4287,1259
9416,3468,605
7393,4550,1548
8430,8504,12553
9685,7288,6230
9654,8816,4667
7550,3831,1047
9891,5585,3999
9304,4075,671
