820,0,0,417,5675,195,44,1265,127
752,0,0,2865,30306,289,873,9485,345
1120,0,0,244,5336,135,40,1023,97
586,0,0,1881,16344,307,135,2533,226
690,0,0,1036,13125,238,196,3622,181
923,0,0,3003,32303,252,668,6927,379
686,0,0,2848,28917,279,1046,8987,439
1019,0,0,2894,31125,251,980,9906,380
845,0,0,919,12600,222,47,1268,188
578,0,0,1287,12715,300,43,1326,155
